TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
PRIOP285	2022-02-04	500	-	-	-	-	-
HYPEP290	2022-02-04	1300	-	-	-	-	-
VIVTP470	2022-02-04	1000	-	-	-	-	-
CPLEO64	2022-02-04	1600	-	-	-	-	-
SAPRO18	2022-02-04	400	-	-	-	-	-
SOMAP140	2022-02-04	2600000	-	-	-	-	-
SAPRO200	2022-02-04	1500	-	-	-	-	-
YDUQP135	2022-02-04	4000	-	-	-	-	-
PETRR317	2022-02-04	44200	-	-	-	-	-
HYPED300	2022-02-04	500	-	-	-	-	-
VBBRD218	2022-02-04	1200	-	-	-	-	-
ALPAB300	2022-02-04	324500	-	-	-	-	-
TIMSD145	2022-02-04	100	-	-	-	-	-
ALPAC310	2022-02-04	100	-	-	-	-	-
KLBNC240	2022-02-04	97600	-	-	-	-	-
VIVTD490	2022-02-04	100	-	-	-	-	-
ITUBE219	2022-02-04	1000000	-	-	-	-	-
SULAD255	2022-02-04	100	-	-	-	-	-
SULAD295	2022-02-04	600	-	-	-	-	-
ALPAC300	2022-02-04	3700	-	-	-	-	-
SAPRC200	2022-02-04	54600	-	-	-	-	-
PETRF360	2022-02-04	2000	-	-	-	-	-
SOMAD170	2022-02-04	2600000	-	-	-	-	-
SULAD300	2022-02-04	500	-	-	-	-	-
SULAD285	2022-02-04	700	-	-	-	-	-
PRIOD275	2022-02-04	200	-	-	-	-	-
RDORC395	2022-02-04	10000	-	-	-	-	-
HYPED325	2022-02-04	3900	-	-	-	-	-
BBDCO204	2022-02-04	24200	-	-	-	-	-
HYPEP280	2022-02-04	3200	-	-	-	-	-
PETZO194	2022-02-04	2500	-	-	-	-	-
SULAP210	2022-02-04	100	-	-	-	-	-
RDORO390	2022-02-04	100	-	-	-	-	-
RDORP400	2022-02-04	500	-	-	-	-	-
SULAP200	2022-02-04	200	-	-	-	-	-
VIVTP430	2022-02-04	1000	-	-	-	-	-
BBDCC204	2022-02-04	100	-	-	-	-	-
TOTSD300	2022-02-04	400	-	-	-	-	-
PETRF35	2022-02-04	15700	-	-	-	-	-
PETZC199	2022-02-04	500	-	-	-	-	-
BBASK175	2022-02-04	100	-	-	-	-	-
BRMLF105	2022-02-04	6005600	-	-	-	-	-
VALEB104	2022-02-04	3400	-	-	-	-	-
MULTD255	2022-02-04	10800	-	-	-	-	-
GOLLD220	2022-02-04	1000	-	-	-	-	-
AZULD407	2022-02-04	29800	-	-	-	-	-
BPACD315	2022-02-04	35600	-	-	-	-	-
PETRE379	2022-02-04	239600	-	-	-	-	-
COGNC420	2022-02-04	1242900	-	-	-	-	-
LREND436	2022-02-04	25300	-	-	-	-	-
LIGTD122	2022-02-04	200	-	-	-	-	-
GOLLC195	2022-02-04	5700	-	-	-	-	-
RAPTC128	2022-02-04	18300	-	-	-	-	-
CCROB111	2022-02-04	1100000	-	-	-	-	-
GGBRC266	2022-02-04	1000	-	-	-	-	-
BRFSD310	2022-02-04	3600	-	-	-	-	-
BRKMD620	2022-02-04	12400	-	-	-	-	-
ASAIC110	2022-02-04	1500	-	-	-	-	-
BRFSD245	2022-02-04	4600	-	-	-	-	-
VIIAD2	2022-02-04	52000	-	-	-	-	-
MULTD253	2022-02-04	20700	-	-	-	-	-
BEEFD960	2022-02-04	5000	-	-	-	-	-
BKBRD117	2022-02-04	45800	-	-	-	-	-
BRKMD495	2022-02-04	4100	-	-	-	-	-
BKBRD140	2022-02-04	45800	-	-	-	-	-
LREND417	2022-02-04	12800	-	-	-	-	-
LREND501	2022-02-04	12800	-	-	-	-	-
BPACD245	2022-02-04	1000	-	-	-	-	-
PETRR297	2022-02-04	378100	-	-	-	-	-
YDUQP215	2022-02-04	4100	-	-	-	-	-
IGTIP292	2022-02-04	18400	-	-	-	-	-
MULTP255	2022-02-04	9500	-	-	-	-	-
NTCOP235	2022-02-04	1400	-	-	-	-	-
COGNO420	2022-02-04	95000	-	-	-	-	-
VALER651	2022-02-04	90300	-	-	-	-	-
PETZQ270	2022-02-04	11500	-	-	-	-	-
BRFSP250	2022-02-04	1000	-	-	-	-	-
PETZO140	2022-02-04	33200	-	-	-	-	-
BRKMP460	2022-02-04	1300	-	-	-	-	-
CASHP290	2022-02-04	1000	-	-	-	-	-
BRFSP235	2022-02-04	26900	-	-	-	-	-
PCARP335	2022-02-04	19000	-	-	-	-	-
BPACP332	2022-02-04	15800	-	-	-	-	-
BRKMP475	2022-02-04	3100	-	-	-	-	-
ALPAO290	2022-02-04	1600	-	-	-	-	-
ALPAO295	2022-02-04	200	-	-	-	-	-
BPACP205	2022-02-04	1000	-	-	-	-	-
MULTP253	2022-02-04	20700	-	-	-	-	-
CASHP299	2022-02-04	35200	-	-	-	-	-
BRMLP980	2022-02-04	263500	-	-	-	-	-
PETZO244	2022-02-04	5000	-	-	-	-	-
RDORO385	2022-02-04	1400	-	-	-	-	-
BRKMP490	2022-02-04	20100	-	-	-	-	-
EZTCO175	2022-02-04	10100	-	-	-	-	-
BKBRP117	2022-02-04	45800	-	-	-	-	-
CVCBP185	2022-02-04	3100	-	-	-	-	-
CVCBP125	2022-02-04	3000	-	-	-	-	-
LRENP421	2022-02-04	12800	-	-	-	-	-
ALPAP258	2022-02-04	1500	-	-	-	-	-
BPACP330	2022-02-04	19000	-	-	-	-	-
BRKMP485	2022-02-04	9600	-	-	-	-	-
ALPAO285	2022-02-04	400	-	-	-	-	-
ALPAP283	2022-02-04	700	-	-	-	-	-
SULAO220	2022-02-04	11800	-	-	-	-	-
BRMLC82	2022-02-04	59700	-	-	-	-	-
VIIAD247	2022-02-04	52000	-	-	-	-	-
BEEFD150	2022-02-04	3000	-	-	-	-	-
ITUBE359	2022-02-04	30000	-	-	-	-	-
BPACD180	2022-02-04	300	-	-	-	-	-
CASHD290	2022-02-04	1000	-	-	-	-	-
ITUBE344	2022-02-04	30000	-	-	-	-	-
VBBRD401	2022-02-04	23000	-	-	-	-	-
BPACD395	2022-02-04	15800	-	-	-	-	-
BRFSD300	2022-02-04	2200	-	-	-	-	-
PCARD335	2022-02-04	19000	-	-	-	-	-
BEEFD105	2022-02-04	1000	-	-	-	-	-
CVCBD175	2022-02-04	800	-	-	-	-	-
BRKMD490	2022-02-04	5900	-	-	-	-	-
VIIAN161	2022-02-04	224400	-	-	-	-	-
VIIAN178	2022-02-04	201900	-	-	-	-	-
EQTLN217	2022-02-04	996200	-	-	-	-	-
BOVAT900	2022-02-04	60000	-	-	-	-	-
MGLUP162	2022-02-04	48000	-	-	-	-	-
BOVAT103	2022-02-04	60000	-	-	-	-	-
ITUBP163	2022-02-04	23500	-	-	-	-	-
VBBRO328	2022-02-04	20100	-	-	-	-	-
RADLN227	2022-02-04	77700	-	-	-	-	-
CYREP175	2022-02-04	108600	-	-	-	-	-
LRENN335	2022-02-04	12500	-	-	-	-	-
AMERP620	2022-02-04	10000	-	-	-	-	-
VIIAP117	2022-02-04	58000	-	-	-	-	-
VALEO107	2022-02-04	2200000	-	-	-	-	-
MULTP225	2022-02-04	90000	-	-	-	-	-
AZULR330	2022-02-04	69000	-	-	-	-	-
VIIAP125	2022-02-04	27800	-	-	-	-	-
GFSAP260	2022-02-04	19000	-	-	-	-	-
VIIAV50	2022-02-04	20000	-	-	-	-	-
HYPEN319	2022-02-04	40000	-	-	-	-	-
QUALO275	2022-02-04	40000	-	-	-	-	-
VIIAN113	2022-02-04	11200	-	-	-	-	-
LWSAP207	2022-02-04	9100	-	-	-	-	-
AMERO330	2022-02-04	7200	-	-	-	-	-
AMARN451	2022-02-04	3000	-	-	-	-	-
CRFBN186	2022-02-04	100	-	-	-	-	-
YDUQP317	2022-02-04	55200	-	-	-	-	-
MULTP265	2022-02-04	38000	-	-	-	-	-
CASHO290	2022-02-04	163400	-	-	-	-	-
AMERO335	2022-02-04	11300	-	-	-	-	-
MGLUP177	2022-02-04	112200	-	-	-	-	-
BRAPB262	2022-02-04	5300	-	-	-	-	-
PETRA391	2022-02-04	4200100	-	-	-	-	-
RENTC488	2022-02-04	10100	-	-	-	-	-
QUALC275	2022-02-04	3000	-	-	-	-	-
JHSFC540	2022-02-04	200	-	-	-	-	-
BRAPC300	2022-02-04	24100	-	-	-	-	-
CRFBB176	2022-02-04	1100	-	-	-	-	-
CASHC290	2022-02-04	73700	-	-	-	-	-
VIVTC49	2022-02-04	10900	-	-	-	-	-
MULTC20	2022-02-04	26400	-	-	-	-	-
IBOVO118	2022-02-04	25	-	-	-	-	-
VIIAP122	2022-02-04	100000	-	-	-	-	-
CESPN245	2022-02-04	210000	-	-	-	-	-
PRIOP460	2022-02-04	4000	-	-	-	-	-
RRRPP700	2022-02-04	3000	-	-	-	-	-
ASAIR250	2022-02-04	28400	-	-	-	-	-
SIMHR200	2022-02-04	35200	-	-	-	-	-
BBDCP236	2022-02-04	41300	-	-	-	-	-
RDORP635	2022-02-04	10000	-	-	-	-	-
VIIAN101	2022-02-04	4525000	-	-	-	-	-
PCARN262	2022-02-04	53600	-	-	-	-	-
PCARN302	2022-02-04	1325000	-	-	-	-	-
COGNN415	2022-02-04	14935500	-	-	-	-	-
CEABN102	2022-02-04	120900	-	-	-	-	-
B3SAN161	2022-02-04	1000000	-	-	-	-	-
RDORP477	2022-02-04	2500	-	-	-	-	-
BRMLR150	2022-02-04	28500	-	-	-	-	-
AMERR650	2022-02-04	6700	-	-	-	-	-
RRRPR700	2022-02-04	9000	-	-	-	-	-
PETZR300	2022-02-04	13500	-	-	-	-	-
BPACO219	2022-02-04	20200	-	-	-	-	-
LRENO419	2022-02-04	5500	-	-	-	-	-
BPACR441	2022-02-04	4000	-	-	-	-	-
B3SAX151	2022-02-04	4700	-	-	-	-	-
VIIAQ105	2022-02-04	24500	-	-	-	-	-
B3SAP133	2022-02-04	3300	-	-	-	-	-
GGBRO336	2022-02-04	13000000	-	-	-	-	-
VIIAP255	2022-02-04	35000	-	-	-	-	-
BBDCP254	2022-02-04	2000	-	-	-	-	-
LRENN420	2022-02-04	74600	-	-	-	-	-
PCARN365	2022-02-04	700000	-	-	-	-	-
AMERN650	2022-02-04	308400	-	-	-	-	-
ABEVQ140	2022-02-04	270900	-	-	-	-	-
AMERO595	2022-02-04	500000	-	-	-	-	-
LCAMO290	2022-02-04	100000	-	-	-	-	-
GNDIN590	2022-02-04	740500	-	-	-	-	-
USIMR230	2022-02-04	1000	-	-	-	-	-
MGLUX207	2022-02-04	4500	-	-	-	-	-
SBSPQ470	2022-02-04	105300	-	-	-	-	-
PETRX251	2022-02-04	713100	-	-	-	-	-
MGLUR330	2022-02-04	34000	-	-	-	-	-
PRIOD462	2022-02-04	4000	-	-	-	-	-
RRRPD720	2022-02-04	3000	-	-	-	-	-
ASAIF260	2022-02-04	4400	-	-	-	-	-
SIMHF210	2022-02-04	5200	-	-	-	-	-
GGBRA360	2022-02-04	11001000	-	-	-	-	-
LCAMC290	2022-02-04	83400	-	-	-	-	-
RENTC608	2022-02-04	45500	-	-	-	-	-
GNDIB740	2022-02-04	1685500	-	-	-	-	-
VIIAD205	2022-02-04	32800	-	-	-	-	-
GFSAC260	2022-02-04	500	-	-	-	-	-
BBASL132	2022-02-04	5700	-	-	-	-	-
GFSAC199	2022-02-04	1900	-	-	-	-	-
BBASJ136	2022-02-04	2400	-	-	-	-	-
GFSAB190	2022-02-04	400	-	-	-	-	-
GFSAC270	2022-02-04	200	-	-	-	-	-
WIZSO960	2022-02-04	2000	-	-	-	-	-
B3SAC118	2022-02-04	310200	-	-	-	-	-
GFSAB240	2022-02-04	2000	-	-	-	-	-
VALEP868	2022-02-04	10900	-	-	-	-	-
GOLLO215	2022-02-04	1000	-	-	-	-	-
GFSAB220	2022-02-04	700	-	-	-	-	-
COGND305	2022-02-04	2100	-	-	-	-	-
AMERD405	2022-02-04	243100	-	-	-	-	-
LRENE405	2022-02-04	100	-	-	-	-	-
AMERG982	2022-02-04	36	-	-	-	-	-
TOTSC290	2022-02-04	242500	-	-	-	-	-
AMERJ154	2022-02-04	36	-	-	-	-	-
CPFEC285	2022-02-04	700	-	-	-	-	-
AMERB504	2022-02-04	58276	-	-	-	-	-
AMERC834	2022-02-04	50666	-	-	-	-	-
AMERB104	2022-02-04	999	-	-	-	-	-
EZTCC205	2022-02-04	2000	-	-	-	-	-
AMERB593	2022-02-04	93	-	-	-	-	-
SULAC25	2022-02-04	600	-	-	-	-	-
JHSFC580	2022-02-04	21200	-	-	-	-	-
AMERB344	2022-02-04	377	-	-	-	-	-
AMERC594	2022-02-04	170164	-	-	-	-	-
GOLLC185	2022-02-04	800	-	-	-	-	-
SMALO100	2022-02-04	184000	-	-	-	-	-
PETZQ275	2022-02-04	6000	-	-	-	-	-
CSANQ277	2022-02-04	7900	-	-	-	-	-
LRENQ405	2022-02-04	6600	-	-	-	-	-
CYREP220	2022-02-04	2000	-	-	-	-	-
SUZBP602	2022-02-04	1700	-	-	-	-	-
ITUBQ326	2022-02-04	1000	-	-	-	-	-
ABEVQ167	2022-02-04	1100	-	-	-	-	-
JHSFO600	2022-02-04	3400	-	-	-	-	-
AMERN704	2022-02-04	11687	-	-	-	-	-
AMERN394	2022-02-04	56061	-	-	-	-	-
AZULO280	2022-02-04	8800	-	-	-	-	-
LWSAO920	2022-02-04	16400	-	-	-	-	-
TOTSO280	2022-02-04	5000	-	-	-	-	-
AMERO834	2022-02-04	14642	-	-	-	-	-
AMERO594	2022-02-04	44083	-	-	-	-	-
CASHO300	2022-02-04	15500	-	-	-	-	-
AMERN994	2022-02-04	5459	-	-	-	-	-
AMERO654	2022-02-04	91979	-	-	-	-	-
AMERN104	2022-02-04	13827	-	-	-	-	-
ELETT220	2022-02-04	5000000	-	-	-	-	-
PETZP175	2022-02-04	400	-	-	-	-	-
RAILP175	2022-02-04	3000	-	-	-	-	-
AMERO355	2022-02-04	100	-	-	-	-	-
BRKMO442	2022-02-04	1000	-	-	-	-	-
RADLP223	2022-02-04	500	-	-	-	-	-
IRBRP620	2022-02-04	19600	-	-	-	-	-
SBSPP345	2022-02-04	1400	-	-	-	-	-
SBSPP360	2022-02-04	100	-	-	-	-	-
TAEEP380	2022-02-04	10100	-	-	-	-	-
BRKMO427	2022-02-04	1600	-	-	-	-	-
RAILP130	2022-02-04	1000	-	-	-	-	-
SUZBF632	2022-02-04	36000	-	-	-	-	-
BRKMC432	2022-02-04	7500	-	-	-	-	-
BRKMC452	2022-02-04	38600	-	-	-	-	-
PCARC215	2022-02-04	56600	-	-	-	-	-
LRENC260	2022-02-04	114700	-	-	-	-	-
RAILD115	2022-02-04	1500	-	-	-	-	-
QUALD215	2022-02-04	1000	-	-	-	-	-
UGPAD180	2022-02-04	18000	-	-	-	-	-
BRKMO447	2022-02-04	600	-	-	-	-	-
BRKMO412	2022-02-04	28600	-	-	-	-	-
UGPAP940	2022-02-04	2100	-	-	-	-	-
BEEFO940	2022-02-04	20400	-	-	-	-	-
TAEEP375	2022-02-04	200	-	-	-	-	-
UGPAP800	2022-02-04	3000	-	-	-	-	-
TAEEP370	2022-02-04	1800	-	-	-	-	-
VIIAM400	2022-02-04	55000	-	-	-	-	-
ITUBQ266	2022-02-04	5000	-	-	-	-	-
WEGEP290	2022-02-04	22500	-	-	-	-	-
WEGEP340	2022-02-04	2600	-	-	-	-	-
MRFGP162	2022-02-04	2000	-	-	-	-	-
MRVEP140	2022-02-04	1500	-	-	-	-	-
JBSSP357	2022-02-04	1500	-	-	-	-	-
IGTIP160	2022-02-04	11200	-	-	-	-	-
PETRN415	2022-02-04	100	-	-	-	-	-
RAILD130	2022-02-04	100	-	-	-	-	-
QUALD285	2022-02-04	1000	-	-	-	-	-
IRBRD620	2022-02-04	102000	-	-	-	-	-
LRENC250	2022-02-04	48100	-	-	-	-	-
UGPAD160	2022-02-04	21600	-	-	-	-	-
CPFEC290	2022-02-04	400	-	-	-	-	-
BRKMC442	2022-02-04	2400	-	-	-	-	-
TAEED405	2022-02-04	1800	-	-	-	-	-
BRKMC447	2022-02-04	22600	-	-	-	-	-
WEGED310	2022-02-04	15000	-	-	-	-	-
CSNAE314	2022-02-04	300	-	-	-	-	-
PETRB415	2022-02-04	239600	-	-	-	-	-
IBOVT970	2022-02-04	700	-	-	-	-	-
MRFGD337	2022-02-04	5000	-	-	-	-	-
CRFBD170	2022-02-04	1000	-	-	-	-	-
AMERD375	2022-02-04	13600	-	-	-	-	-
MRVED155	2022-02-04	500	-	-	-	-	-
MRFGD282	2022-02-04	700	-	-	-	-	-
MULTD240	2022-02-04	500	-	-	-	-	-
AMERD350	2022-02-04	6800	-	-	-	-	-
MULTD250	2022-02-04	500	-	-	-	-	-
BOVVB116	2022-02-04	30000	-	-	-	-	-
JHSFC640	2022-02-04	27000	-	-	-	-	-
MRVED160	2022-02-04	6900	-	-	-	-	-
MRVED150	2022-02-04	800	-	-	-	-	-
ALPAO275	2022-02-04	1500	-	-	-	-	-
MRVEP130	2022-02-04	1200	-	-	-	-	-
GRNDP880	2022-02-04	11000	-	-	-	-	-
MRFGP127	2022-02-04	3000	-	-	-	-	-
MGLUP720	2022-02-04	75600	-	-	-	-	-
PETRN407	2022-02-04	400	-	-	-	-	-
PETRN420	2022-02-04	400	-	-	-	-	-
BBDCP322	2022-02-04	105000	-	-	-	-	-
PETRN380	2022-02-04	600	-	-	-	-	-
PETRN41	2022-02-04	1900	-	-	-	-	-
BBDCO195	2022-02-04	3700	-	-	-	-	-
NTCOP245	2022-02-04	5300	-	-	-	-	-
JBSSP382	2022-02-04	4200	-	-	-	-	-
GRNDP870	2022-02-04	3400	-	-	-	-	-
PETRN397	2022-02-04	2500	-	-	-	-	-
MGLUO145	2022-02-04	100	-	-	-	-	-
PETRX329	2022-02-04	65200	-	-	-	-	-
MULTU195	2022-02-04	45800	-	-	-	-	-
VALEU792	2022-02-04	20900	-	-	-	-	-
PETRS324	2022-02-04	88100	-	-	-	-	-
PETRX150	2022-02-04	500	-	-	-	-	-
SULAO265	2022-02-04	500	-	-	-	-	-
IGTID240	2022-02-04	500	-	-	-	-	-
AMERD325	2022-02-04	100	-	-	-	-	-
MRVED140	2022-02-04	8100	-	-	-	-	-
MULTD219	2022-02-04	1300	-	-	-	-	-
PETRB417	2022-02-04	172500	-	-	-	-	-
MULTD245	2022-02-04	500	-	-	-	-	-
PETRL269	2022-02-04	900	-	-	-	-	-
PETRL411	2022-02-04	50900	-	-	-	-	-
AMERI330	2022-02-04	1000	-	-	-	-	-
PETRC416	2022-02-04	280000	-	-	-	-	-
ABEVE150	2022-02-04	100	-	-	-	-	-
IGTIB221	2022-02-04	753100	-	-	-	-	-
PETRF372	2022-02-04	378400	-	-	-	-	-
RDORC450	2022-02-04	5000	-	-	-	-	-
PETRC105	2022-02-04	1000	-	-	-	-	-
IBOVL136	2022-02-04	7360	-	-	-	-	-
IBOVC500	2022-02-04	51	-	-	-	-	-
IBOVC81	2022-02-04	420	-	-	-	-	-
IBOVL145	2022-02-04	40	-	-	-	-	-
IBOVX113	2022-02-04	10	-	-	-	-	-
IBOVO500	2022-02-04	51	-	-	-	-	-
ITUBE291	2022-02-04	37100	-	-	-	-	-
BEEFC920	2022-02-04	5100	-	-	-	-	-
PETRL396	2022-02-04	100800	-	-	-	-	-
BBASA310	2022-02-04	2000	-	-	-	-	-
LIGTF130	2022-02-04	14000	-	-	-	-	-
SUZBC597	2022-02-04	4053700	-	-	-	-	-
HYPEO31	2022-02-04	7400	-	-	-	-	-
ITUBU202	2022-02-04	13400	-	-	-	-	-
ITSAO11	2022-02-04	184300	-	-	-	-	-
SOMAO140	2022-02-04	200	-	-	-	-	-
VIIAP140	2022-02-04	11500	-	-	-	-	-
BPACO239	2022-02-04	8600	-	-	-	-	-
LIGTR750	2022-02-04	15000	-	-	-	-	-
AZULR430	2022-02-04	1500	-	-	-	-	-
SAPRC220	2022-02-04	4600	-	-	-	-	-
EGIED415	2022-02-04	1300	-	-	-	-	-
ENGID455	2022-02-04	600	-	-	-	-	-
SAPRD225	2022-02-04	100	-	-	-	-	-
SOMAB155	2022-02-04	1300	-	-	-	-	-
PETRC374	2022-02-04	6000	-	-	-	-	-
ENEVD150	2022-02-04	400	-	-	-	-	-
DXCOP175	2022-02-04	600	-	-	-	-	-
EZTCO230	2022-02-04	200	-	-	-	-	-
RDORO455	2022-02-04	49900	-	-	-	-	-
EMBRP205	2022-02-04	300	-	-	-	-	-
ARZZN799	2022-02-04	100	-	-	-	-	-
BRAPP275	2022-02-04	400	-	-	-	-	-
PETRN422	2022-02-04	200	-	-	-	-	-
PETRQ254	2022-02-04	700000	-	-	-	-	-
DXCOD145	2022-02-04	100	-	-	-	-	-
FLRYC210	2022-02-04	71700	-	-	-	-	-
ECORD840	2022-02-04	100	-	-	-	-	-
ECORD820	2022-02-04	200	-	-	-	-	-
ENBRD190	2022-02-04	100	-	-	-	-	-
DXCOD150	2022-02-04	10000	-	-	-	-	-
CCROD150	2022-02-04	3400	-	-	-	-	-
ENEVP190	2022-02-04	500	-	-	-	-	-
PETRN430	2022-02-04	200	-	-	-	-	-
ITUBV284	2022-02-04	100	-	-	-	-	-
ITUBR22	2022-02-04	34000	-	-	-	-	-
VIIAP520	2022-02-04	700	-	-	-	-	-
CEABR620	2022-02-04	600	-	-	-	-	-
SUZBP612	2022-02-04	1000	-	-	-	-	-
KLBNP247	2022-02-04	25300	-	-	-	-	-
SANBP314	2022-02-04	14800	-	-	-	-	-
PETRB430	2022-02-04	1100	-	-	-	-	-
ITUBJ284	2022-02-04	20000	-	-	-	-	-
BBDCG254	2022-02-04	108400	-	-	-	-	-
IFCMD156	2022-02-04	34400	-	-	-	-	-
BBDCE264	2022-02-04	2600	-	-	-	-	-
PETRG369	2022-02-04	54100	-	-	-	-	-
VALED781	2022-02-04	50000	-	-	-	-	-
SANBD319	2022-02-04	1900	-	-	-	-	-
VIIAD500	2022-02-04	204100	-	-	-	-	-
SANBP309	2022-02-04	18600	-	-	-	-	-
VALEP781	2022-02-04	115000	-	-	-	-	-
WEGEP322	2022-02-04	38800	-	-	-	-	-
WEGEP260	2022-02-04	2500	-	-	-	-	-
SANBP364	2022-02-04	2000	-	-	-	-	-
SANBP329	2022-02-04	100	-	-	-	-	-
VALEP801	2022-02-04	5400	-	-	-	-	-
VIIAP490	2022-02-04	143000	-	-	-	-	-
WEGEP325	2022-02-04	26600	-	-	-	-	-
WEGEP330	2022-02-04	24600	-	-	-	-	-
SANBP299	2022-02-04	4000	-	-	-	-	-
SANBP324	2022-02-04	30100	-	-	-	-	-
CESPD240	2022-02-04	600	-	-	-	-	-
SUZBD792	2022-02-04	600	-	-	-	-	-
RENTD708	2022-02-04	300	-	-	-	-	-
VALED931	2022-02-04	1000	-	-	-	-	-
VALED751	2022-02-04	100	-	-	-	-	-
WEGED445	2022-02-04	61500	-	-	-	-	-
SUZBD617	2022-02-04	100	-	-	-	-	-
KLBND257	2022-02-04	18900	-	-	-	-	-
BBASP310	2022-02-04	700	-	-	-	-	-
COGNP280	2022-02-04	17100	-	-	-	-	-
COGNP335	2022-02-04	1900	-	-	-	-	-
BBDCE251	2022-02-04	40000	-	-	-	-	-
CSANE232	2022-02-04	400	-	-	-	-	-
MGLUE100	2022-02-04	45000	-	-	-	-	-
SBSPI430	2022-02-04	21100	-	-	-	-	-
GRNDF900	2022-02-04	200	-	-	-	-	-
CPLED780	2022-02-04	300	-	-	-	-	-
IRBRD380	2022-02-04	1000	-	-	-	-	-
GOLLP175	2022-02-04	10000	-	-	-	-	-
BBASP330	2022-02-04	8000	-	-	-	-	-
ELETD380	2022-02-04	1000	-	-	-	-	-
COGND260	2022-02-04	3100	-	-	-	-	-
COGND320	2022-02-04	1000	-	-	-	-	-
VALEU782	2022-02-04	3200	-	-	-	-	-
PRIOR252	2022-02-04	2000	-	-	-	-	-
COGND399	2022-02-04	110100	-	-	-	-	-
PETZF240	2022-02-04	2000	-	-	-	-	-
BBASD325	2022-02-04	13300	-	-	-	-	-
GGBRC321	2022-02-04	100000	-	-	-	-	-
RRRPC372	2022-02-04	20000	-	-	-	-	-
RRRPD400	2022-02-04	20000	-	-	-	-	-
ITUBG284	2022-02-04	110000	-	-	-	-	-
VALEG837	2022-02-04	5200	-	-	-	-	-
BRMLF900	2022-02-04	1000	-	-	-	-	-
JBSSE335	2022-02-04	5000	-	-	-	-	-
JBSSE370	2022-02-04	15000	-	-	-	-	-
PETRE234	2022-02-04	45000	-	-	-	-	-
PRIOF290	2022-02-04	2000	-	-	-	-	-
USIMD135	2022-02-04	419300	-	-	-	-	-
IBOVI125	2022-02-04	500	-	-	-	-	-
JBSSE385	2022-02-04	4000	-	-	-	-	-
BBASE323	2022-02-04	19600	-	-	-	-	-
CYREE20	2022-02-04	50000	-	-	-	-	-
BBDCF209	2022-02-04	27500	-	-	-	-	-
SMFTD195	2022-02-04	925000	-	-	-	-	-
MRFGC262	2022-02-04	71700	-	-	-	-	-
BBSED150	2022-02-04	400	-	-	-	-	-
CYREP165	2022-02-04	200	-	-	-	-	-
CSANP225	2022-02-04	200	-	-	-	-	-
ABEVP152	2022-02-04	47200	-	-	-	-	-
BRFSO215	2022-02-04	21800	-	-	-	-	-
BBSEP225	2022-02-04	500	-	-	-	-	-
TOTSO310	2022-02-04	100	-	-	-	-	-
EQTLD245	2022-02-04	100	-	-	-	-	-
RDORC460	2022-02-04	200	-	-	-	-	-
MGLUP195	2022-02-04	100	-	-	-	-	-
CIELR149	2022-02-04	60000	-	-	-	-	-
LIGTR125	2022-02-04	10000	-	-	-	-	-
ROMIR163	2022-02-04	5800	-	-	-	-	-
BRFSQ180	2022-02-04	8000	-	-	-	-	-
ALPAN260	2022-02-04	29900	-	-	-	-	-
AZULO235	2022-02-04	25000	-	-	-	-	-
MDIAC232	2022-02-04	500	-	-	-	-	-
CIELF299	2022-02-04	60000	-	-	-	-	-
LIGTF135	2022-02-04	10000	-	-	-	-	-
ROMIF198	2022-02-04	5800	-	-	-	-	-
SMALC125	2022-02-04	105000	-	-	-	-	-
ITUBH286	2022-02-04	40000	-	-	-	-	-
ABEVT137	2022-02-04	3700	-	-	-	-	-
JHSFV680	2022-02-04	10000	-	-	-	-	-
VALES857	2022-02-04	6000	-	-	-	-	-
BBDCQ203	2022-02-04	5000	-	-	-	-	-
LRENQ415	2022-02-04	24600	-	-	-	-	-
BBDCQ256	2022-02-04	14100	-	-	-	-	-
ITUBP922	2022-02-04	10700	-	-	-	-	-
ITUBM900	2022-02-04	1000	-	-	-	-	-
ITUBS979	2022-02-04	1200000	-	-	-	-	-
ITUBS930	2022-02-04	900	-	-	-	-	-
ITUBH970	2022-02-04	58800	-	-	-	-	-
ITUBB999	2022-02-04	458900	-	-	-	-	-
ITUBF980	2022-02-04	600	-	-	-	-	-
ITUBD922	2022-02-04	1500	-	-	-	-	-
ITUBL920	2022-02-04	500	-	-	-	-	-
ITUBL978	2022-02-04	300	-	-	-	-	-
ITUBI900	2022-02-04	1000	-	-	-	-	-
ITUBC999	2022-02-04	1250100	-	-	-	-	-
ITUBL984	2022-02-04	200	-	-	-	-	-
ITUBS949	2022-02-04	1201000	-	-	-	-	-
ITUBQ951	2022-02-04	52800	-	-	-	-	-
ITUBU920	2022-02-04	6900	-	-	-	-	-
ITUBT977	2022-02-04	1000	-	-	-	-	-
ITUBT990	2022-02-04	100	-	-	-	-	-
ITUBR980	2022-02-04	11000	-	-	-	-	-
ITUBN918	2022-02-04	162400	-	-	-	-	-
ITUBP903	2022-02-04	3900	-	-	-	-	-
ITUBX900	2022-02-04	89500	-	-	-	-	-
ITUBF900	2022-02-04	100	-	-	-	-	-
ITUBA960	2022-02-04	200	-	-	-	-	-
ITUBB918	2022-02-04	857300	-	-	-	-	-
ITUBL935	2022-02-04	100	-	-	-	-	-
