TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
VALEO723	2022-02-04	76600	0.52	0.49	0.52	0.51	0.49
VALEO738	2022-02-04	125300	0.63	0.48	0.63	0.59	0.48
VALEO553	2022-02-04	10000	0.08	0.08	0.08	0.08	0.08
VALEN867	2022-02-04	979200	2.74	1.5	2.74	2.01	1.53
VALEC863	2022-02-04	586100	4.58	4.28	5.35	5.14	5.35
VALEP930	2022-02-04	47300	3.65	3	3.92	3.64	3
VALEN702	2022-02-04	1304000	0.06	0.04	0.07	0.05	0.04
GOAUO105	2022-02-04	40500	0.15	0.15	0.15	0.15	0.15
VALEC92	2022-02-04	1218000	1.88	1.88	2.54	2.23	2.45
VALEC638	2022-02-04	121500	1	0.96	1.28	0.98	1.2
GGBRB301	2022-02-04	374800	0.28	0.28	0.3	0.29	0.3
VALEN977	2022-02-04	17500	10.9	10.9	10.9	10.9	10.9
GGBRC319	2022-02-04	67800	0.39	0.39	0.46	0.41	0.46
VALEO618	2022-02-04	18300	9.12	7.85	9.12	8.06	7.85
VALEF876	2022-02-04	-	6.96	6.96	6.96	6.96	6.96
VALEO508	2022-02-04	62000	0.04	0.04	0.04	0.04	0.04
VALEQ45	2022-02-04	470100	0.05	0.05	0.05	0.05	0.05
GOAUB105	2022-02-04	18200	1.35	1.35	1.35	1.35	1.35
VALEC738	2022-02-04	21400	14.8	14.8	14.8	14.8	14.8
VALEB767	2022-02-04	13613000	0.84	0.79	1.38	1.18	1.33
GGBR3	2022-02-04	-	23.04	22.67	23.3	22.94	23.3
VALEO798	2022-02-04	233600	1.45	1.09	1.5	1.28	1.09
VALEO870	2022-02-04	186400	1.26	1.02	1.36	1.24	1.02
VALED846	2022-02-04	23200	5.75	5.75	6.7	6.34	6.7
GGBRD300	2022-02-04	20000	1.33	1.33	1.49	1.45	1.49
VALEC398	2022-02-04	35900	46.48	46.48	48.4	48.27	48.36
GGBRB292	2022-02-04	192400	1.33	1.33	1.33	1.33	1.33
VALEO528	2022-02-04	-	0.07	0.05	0.07	0.05	0.05
VALEO950	2022-02-04	136500	3.85	3	3.97	3.47	3
GGBRB306	2022-02-04	457500	0.18	0.16	0.2	0.18	0.2
VALEO823	2022-02-04	99600	2.17	1.59	2.24	1.82	1.59
GGBRO284	2022-02-04	337800	1.25	1.07	1.28	1.16	1.07
VALEC973	2022-02-04	211700	0.87	0.87	1.33	1.09	1.33
GGBRN256	2022-02-04	218900	0.09	0.08	0.09	0.08	0.08
GOAUN115	2022-02-04	265400	0.2	0.19	0.2	0.19	0.19
VALEN887	2022-02-04	52700	14.35	14.25	14.35	14.26	14.25
GGBRB281	2022-02-04	412500	1.2	1.2	1.2	1.2	1.2
VALEN802	2022-02-04	3488100	0.59	0.29	0.59	0.38	0.29
VALEN742	2022-02-04	645300	0.13	0.09	0.14	0.1	0.09
VALED868	2022-02-04	189500	5.15	5.15	5.85	5.21	5.85
GGBRO295	2022-02-04	158900	1.05	0.85	1.05	0.94	0.85
VALEN682	2022-02-04	251500	0.06	0.03	0.06	0.03	0.03
VALED910	2022-02-04	30100	8.5	8.5	9.3	8.85	9.3
VALEB762	2022-02-04	522600	9.97	9.97	12	11.4	12
VALEC993	2022-02-04	5175000	0.72	0.7	0.83	0.82	0.82
VALEB937	2022-02-04	507300	0.01	0.01	0.01	0.01	0.01
VALEO578	2022-02-04	202100	6.3	5.1	6.3	5.83	5.1
GGBRB300	2022-02-04	333700	1.05	0.93	1.08	1.02	1.05
GOAUO115	2022-02-04	89700	0.39	0.39	0.41	0.4	0.41
GGBR4	2022-02-04	-	28.46	28.31	28.88	28.67	28.78
VALEN882	2022-02-04	626900	3.16	2.07	3.56	2.6	2.19
VALEO568	2022-02-04	10000	0.09	0.09	0.09	0.09	0.09
VALEQ867	2022-02-04	-	4.2	4.2	4.2	4.2	4.2
VALEC903	2022-02-04	128300	1.64	1.64	2.18	1.9	2.13
GOAUC130	2022-02-04	170100	0.21	0.2	0.23	0.2	0.2
VALEC883	2022-02-04	521800	3.45	3.4	4.26	4	4.2
VALEC588	2022-02-04	157800	2.2	2.2	2.68	2.42	2.68
VALEN502	2022-02-04	109200	0.01	0.01	0.01	0.01	0.01
GOAUP110	2022-02-04	-	0.37	0.37	0.37	0.37	0.37
VALEO753	2022-02-04	137500	0.77	0.57	0.77	0.68	0.57
GGBRN271	2022-02-04	182100	0.3	0.25	0.3	0.26	0.28
VALEN542	2022-02-04	83300	0.01	0.01	0.01	0.01	0.01
VALE3T	2022-02-04	12664074	88	88	88.01	88	88.01
VALE3T	2022-02-04	12664074	87.42	87.42	89.66	87.51	89.66
MGEL4T	2022-02-04	4000	14.02	14.02	14.03	14.02	14.03
FESA4T	2022-02-04	381600	47.18	47.18	47.19	47.18	47.19
VALE3T	2022-02-04	12664074	89.23	89.23	89.24	89.23	89.24
VALE3T	2022-02-04	12664074	88.1	88.03	88.11	88.07	88.08
VALE3T	2022-02-04	12664074	86.6	86.6	88.75	86.67	88.75
PMAM3T	2022-02-04	362641	8	8	8.01	8	8.01
GGBR4T	2022-02-04	4878200	29.02	29.02	29.03	29.02	29.03
VALE3T	2022-02-04	12664074	88.78	88.78	88.79	88.78	88.79
GGBR4T	2022-02-04	4878200	29.4	29.28	29.52	29.38	29.52
GGBR3T	2022-02-04	10800	23.69	23.68	23.7	23.68	23.69
DMMO3	2022-02-04	-	1.02	0.97	1.05	1	0.97
PETRN261	2022-02-04	3492700	0.02	0.01	0.02	0.01	0.01
PETRN293	2022-02-04	5289500	0.07	0.04	0.07	0.05	0.04
RENTB570	2022-02-04	115000	1.39	1.34	2.25	1.64	2.25
PETRB238	2022-02-04	1085800	4.2	4.2	5.02	4.79	4.46
PETRC272	2022-02-04	288400	3.55	3.24	4.27	3.96	3.93
PETRC313	2022-02-04	4241200	5.05	5.03	5.45	5.14	5.24
CSANO206	2022-02-04	45200	0.33	0.23	0.34	0.33	0.23
GNDIN630	2022-02-04	770400	0.23	0.23	0.23	0.23	0.23
BPACO225	2022-02-04	13200	1	1	1	1	1
CSANO241	2022-02-04	4700	1.41	1.39	1.41	1.4	1.4
PETRW33	2022-02-04	2301200	2.3	2.25	2.3	2.27	2.25
PETRB25	2022-02-04	236100	15	15	15	15	15
PETRO389	2022-02-04	5825800	6.06	6.06	6.06	6.06	6.06
PETRB380	2022-02-04	420800	0.02	0.02	0.02	0.02	0.02
PETRL439	2022-02-04	982200	2.2	2.2	2.2	2.2	2.2
BPACO250	2022-02-04	31700	2.3	2.3	2.3	2.3	2.3
PETRB337	2022-02-04	1533800	0.18	0.16	0.4	0.32	0.28
PETRC321	2022-02-04	1093800	3.8	3.8	4.85	4.44	4.53
PETRR341	2022-02-04	27800	1.62	1.61	1.62	1.61	1.61
PETRO102	2022-02-04	37800	0.01	0.01	0.01	0.01	0.01
PETRX280	2022-02-04	144500	2.3	2.2	2.3	2.27	2.2
CSANN225	2022-02-04	41800	0.27	0.25	0.29	0.25	0.25
PETRB406	2022-02-04	4107000	0.02	0.02	0.06	0.04	0.04
PETRC300	2022-02-04	3904300	3.6	3.16	4.01	3.74	3.71
PRIOB230	2022-02-04	698500	1	1	1.75	1.37	1.75
PETRN311	2022-02-04	3693900	0.11	0.08	0.14	0.09	0.08
PETRC375	2022-02-04	840200	0.27	0.26	0.45	0.37	0.35
PETRP328	2022-02-04	486300	2.35	1.8	2.35	1.97	1.92
PRION225	2022-02-04	61900	0.59	0.38	0.59	0.45	0.38
PETRC342	2022-02-04	458200	1	0.91	1.36	1.2	1.14
PETRN391	2022-02-04	805800	3.64	2.91	3.64	3.2	3.25
PRIOC255	2022-02-04	177200	1	1	1.17	1.04	1.17
PETRF317	2022-02-04	10000	4.1	3.92	4.1	4.03	3.92
CSANN217	2022-02-04	64200	0.2	0.14	0.21	0.2	0.14
LWSAB100	2022-02-04	71700	0.13	0.13	0.44	0.29	0.44
CASHC310	2022-02-04	72200	0.19	0.17	0.19	0.17	0.17
BPACN245	2022-02-04	86800	1.7	1.7	1.73	1.7	1.73
LWSAB960	2022-02-04	17000	0.2	0.17	0.64	0.41	0.64
PETRH230	2022-02-04	470400	16.42	16.42	16.42	16.42	16.42
PRIOX220	2022-02-04	2100	2.77	2.77	2.77	2.77	2.77
PRION185	2022-02-04	71100	0.08	0.08	0.08	0.08	0.08
PETRP250	2022-02-04	509200	0.12	0.12	0.12	0.12	0.12
PETRX319	2022-02-04	-	3	3	3	3	3
PETR3F	2022-02-04	-	35.32	35.14	36.56	35.94	36.09
PETRN264	2022-02-04	6215800	0.17	0.12	0.22	0.16	0.13
PETRN279	2022-02-04	1636600	0.63	0.42	0.82	0.53	0.49
PETRO305	2022-02-04	625800	0.99	0.78	1.07	0.88	0.82
RENTN570	2022-02-04	45700	2.54	1.44	2.54	2.2	1.44
PETRB390	2022-02-04	1300	0.12	0.12	0.15	0.12	0.12
LWSAN820	2022-02-04	15700	0.45	0.19	0.51	0.44	0.19
BPACC239	2022-02-04	223300	0.83	0.83	0.92	0.89	0.92
PETRP2	2022-02-04	458900	0.04	0.04	0.04	0.04	0.04
PRIOB195	2022-02-04	59200	4.75	4.75	4.85	4.83	4.85
CASHC320	2022-02-04	30900	0.16	0.16	0.18	0.17	0.18
CSANE247	2022-02-04	74600	1.36	1.18	1.36	1.3	1.18
PETRD306	2022-02-04	129700	7.08	7.08	7.08	7.08	7.08
CASHB330	2022-02-04	39100	0.07	0.06	0.07	0.06	0.06
PETRC391	2022-02-04	10965400	0.55	0.45	0.76	0.64	0.62
PRION210	2022-02-04	647100	0.25	0.15	0.25	0.19	0.16
PETRO323	2022-02-04	361100	1.63	1.25	1.75	1.34	1.41
PETRO243	2022-02-04	636900	0.07	0.07	0.07	0.07	0.07
PETRC395	2022-02-04	767000	0.13	0.13	0.19	0.17	0.18
PRIOP220	2022-02-04	300	1.2	1.15	1.2	1.16	1.15
PETRO291	2022-02-04	207800	0.14	0.11	0.14	0.11	0.11
LWSAO820	2022-02-04	25100	0.8	0.7	0.8	0.72	0.7
PETRI30	2022-02-04	2126300	10.45	10.45	10.45	10.45	10.45
PETRC291	2022-02-04	110200	9	9	9.4	9.39	9.4
CASHB370	2022-02-04	60400	0.05	0.05	0.05	0.05	0.05
PETRN334	2022-02-04	64700	0.27	0.27	0.27	0.27	0.27
PETRN316	2022-02-04	6351000	0.14	0.09	0.16	0.12	0.09
PETRB412	2022-02-04	94500	0.01	0.01	0.01	0.01	0.01
PRIOO240	2022-02-04	155900	1.69	1.47	1.69	1.53	1.5
BPACB225	2022-02-04	455100	1.2	1.11	1.2	1.14	1.11
PRIOB275	2022-02-04	133600	0.1	0.1	0.15	0.14	0.15
PETRU30	2022-02-04	581400	0.71	0.71	0.71	0.71	0.71
PETRP340	2022-02-04	87600	2.01	2.01	2.01	2.01	2.01
RENTB650	2022-02-04	793300	0.07	0.06	0.08	0.06	0.08
PETRB332	2022-02-04	3394400	0.13	0.11	0.29	0.21	0.18
PETRB336	2022-02-04	3006500	2.35	2	3	2.59	2.59
PRIOC265	2022-02-04	54700	0.67	0.63	0.88	0.69	0.88
CSANN232	2022-02-04	98000	0.39	0.39	0.73	0.58	0.46
PETRO321	2022-02-04	2004200	0.5	0.41	0.58	0.45	0.43
RENTO553	2022-02-04	30500	2.66	2.66	2.74	2.7	2.68
PETRB387	2022-02-04	274100	0.02	0.02	0.02	0.02	0.02
PETRO401	2022-02-04	135200	4.04	4.04	4.05	4.04	4.05
PRION200	2022-02-04	181700	0.14	0.1	0.14	0.12	0.14
LWSAN780	2022-02-04	11700	0.26	0.25	0.26	0.25	0.25
PETRP309	2022-02-04	519800	0.69	0.59	0.7	0.68	0.6
PETRN166	2022-02-04	431700	0.01	0.01	0.01	0.01	0.01
PETRG28	2022-02-04	17100	10.63	10.63	10.65	10.64	10.65
PETRF503	2022-02-04	150000	2.13	2.12	2.13	2.12	2.12
PETRN336	2022-02-04	7233000	0.35	0.21	0.39	0.25	0.25
PETRD401	2022-02-04	11687800	0.75	0.63	0.96	0.79	0.8
PETRO357	2022-02-04	29100	3.95	3.08	3.95	3.16	3.25
PETRC212	2022-02-04	238800	7.77	7.77	8.5	8.07	8.18
RENTN530	2022-02-04	299800	0.85	0.49	0.9	0.68	0.52
MOVIO145	2022-02-04	1019100	0.38	0.38	0.45	0.42	0.43
CSANO191	2022-02-04	10700	0.12	0.08	0.12	0.11	0.08
PRION190	2022-02-04	107000	0.05	0.05	0.05	0.05	0.05
CASHO260	2022-02-04	31700	0.2	0.16	0.2	0.18	0.16
PETRB308	2022-02-04	1102400	0.35	0.1	0.55	0.44	0.37
PETRN307	2022-02-04	3240700	0.4	0.25	0.47	0.3	0.27
PRIOC245	2022-02-04	109400	1.24	1.19	1.73	1.32	1.7
PRIOC230	2022-02-04	670500	2.1	2.1	2.56	2.37	2.55
PRIOD240	2022-02-04	700	2.25	2.25	2.46	2.28	2.46
PETRL1	2022-02-04	15100	7.5	7.5	7.5	7.5	7.5
PETRC205	2022-02-04	50900	12.34	12.34	12.34	12.34	12.34
BPACD235	2022-02-04	1000	1.43	1.43	1.53	1.44	1.5
PETRA361	2022-02-04	1229300	6	6	6.71	6.16	6.71
PETRB224	2022-02-04	71400	15.88	15.88	15.88	15.88	15.88
PRIOP235	2022-02-04	4700	1.94	1.7	1.94	1.78	1.7
BPACB210	2022-02-04	241500	2.1	2.1	2.1	2.1	2.1
PETRC372	2022-02-04	6425200	2.13	1.9	2.75	2.42	2.48
PETRN371	2022-02-04	2157600	1.92	1.33	2.13	1.55	1.59
BPACO205	2022-02-04	1412400	0.45	0.45	0.65	0.54	0.45
PETRN296	2022-02-04	1262500	1.16	0.72	1.35	0.92	0.89
PETRP321	2022-02-04	325800	0.5	0.41	0.5	0.46	0.45
PETRB301	2022-02-04	11480400	5.43	5.25	6.31	5.9	6.02
BPACO235	2022-02-04	820200	1.75	1.75	1.75	1.75	1.75
CSANO186	2022-02-04	106200	0.1	0.06	0.1	0.08	0.06
PETRO380	2022-02-04	91300	5.52	4.92	5.52	5.01	5.06
PETRN36	2022-02-04	105400	0.96	0.94	0.96	0.95	0.94
CASHB290	2022-02-04	102400	0.15	0.14	0.18	0.14	0.18
PRIOO180	2022-02-04	21800	0.16	0.16	0.24	0.18	0.24
RENTO533	2022-02-04	166700	1.67	1.67	1.67	1.67	1.67
PETRO201	2022-02-04	308800	0.02	0.02	0.02	0.02	0.02
RENTO525	2022-02-04	-	1.39	1.39	1.39	1.39	1.39
PRIOL26	2022-02-04	47700	5.8	5.8	5.8	5.8	5.8
PETRB356	2022-02-04	9581800	0.93	0.73	1.44	1.1	1.09
PETRB377	2022-02-04	456300	0.02	0.02	0.05	0.03	0.04
PETRC262	2022-02-04	944800	4.85	4.75	5.73	5.31	5.42
PETRP294	2022-02-04	447000	1.32	1.11	1.46	1.23	1.18
PETRH1	2022-02-04	1538900	11.19	10.95	12.11	11.63	12
PETRN386	2022-02-04	252300	2.95	2.48	2.95	2.71	2.77
PETRA140	2022-02-04	99100	24.7	24.6	24.7	24.6	24.6
BPACC255	2022-02-04	1627000	0.5	0.5	0.55	0.52	0.55
PETRN383	2022-02-04	21500	5.75	5.4	5.75	5.63	5.4
PETRO378	2022-02-04	43000	5.77	5.31	5.77	5.74	5.34
CASHC400	2022-02-04	89200	0.06	0.06	0.06	0.06	0.06
PETRQ323	2022-02-04	105600	0.5	0.5	0.5	0.5	0.5
PETRO297	2022-02-04	281900	0.9	0.74	1.03	0.86	0.79
PETRN310	2022-02-04	1598200	0.05	0.03	0.05	0.04	0.03
PETRB221	2022-02-04	239700	13.88	13.88	14.05	13.97	14.05
PETRP314	2022-02-04	641200	1.81	1.44	1.81	1.56	1.46
PETRB180	2022-02-04	50000	14.88	14.88	14.88	14.88	14.88
RENTN495	2022-02-04	486200	0.13	0.13	0.2	0.17	0.2
PETRP260	2022-02-04	788300	0.13	0.13	0.13	0.13	0.13
CASH3F	2022-02-04	-	2.85	2.71	2.91	2.82	2.87
PETRC305	2022-02-04	614900	2.65	2.36	3.26	2.93	3.02
PETRN238	2022-02-04	3314900	0.14	0.08	0.14	0.1	0.09
BPAC5	2022-02-04	-	4.7	4.46	4.7	4.6	4.56
PETRC382	2022-02-04	1188600	0.23	0.23	0.31	0.27	0.25
PETRO355	2022-02-04	5909900	3.2	2.9	3.2	3.06	3.11
RENTB580	2022-02-04	56800	1.08	1.08	1.67	1.31	1.47
PETRB252	2022-02-04	407100	13.36	13.27	13.36	13.31	13.27
PETRS326	2022-02-04	27300	2.51	2.45	2.51	2.45	2.48
CSANP220	2022-02-04	300	0.82	0.79	0.84	0.81	0.79
CASHC280	2022-02-04	552700	0.32	0.29	0.37	0.31	0.37
BPACB205	2022-02-04	271600	2.65	2.65	2.65	2.65	2.65
CSANN200	2022-02-04	44000	0.05	0.05	0.06	0.05	0.06
BPACO224	2022-02-04	2800	1.08	1.08	1.08	1.08	1.08
PETRB222	2022-02-04	134400	11.43	11.43	11.43	11.43	11.43
PETRX300	2022-02-04	343000	2.67	2.67	2.68	2.67	2.68
PETRP401	2022-02-04	-	4.71	4.71	4.71	4.71	4.71
PETRC401	2022-02-04	5652200	0.35	0.32	0.53	0.46	0.44
PETRB331	2022-02-04	39952300	2.71	2.39	3.47	3.07	2.98
LWSAC950	2022-02-04	10300	0.6	0.45	0.84	0.6	0.84
PETRL401	2022-02-04	2006500	4.16	4.02	4.17	4.05	4.02
PETRO312	2022-02-04	329600	1.22	0.84	1.22	0.93	0.89
PETRP356	2022-02-04	188600	1.77	1.63	1.77	1.68	1.69
LWSAN900	2022-02-04	70600	1	0.3	1	0.32	0.3
PETRN300	2022-02-04	4448500	0.04	0.02	0.04	0.02	0.02
RENTO488	2022-02-04	500000	0.53	0.53	0.53	0.53	0.53
RENTD660	2022-02-04	7300	1.4	1.33	1.4	1.34	1.33
PETRP226	2022-02-04	34800	0.1	0.1	0.1	0.1	0.1
PETRO190	2022-02-04	44300	0.04	0.04	0.05	0.04	0.05
RENTC633	2022-02-04	17800	0.94	0.94	0.94	0.94	0.94
PETRD286	2022-02-04	182300	9	9	9.35	9.23	9.35
PETRO296	2022-02-04	639400	0.21	0.21	0.22	0.21	0.21
PETRP302	2022-02-04	364500	0.23	0.23	0.25	0.23	0.24
MOVIN155	2022-02-04	19900	0.42	0.38	0.42	0.39	0.38
PETRO160	2022-02-04	29000	0.02	0.02	0.02	0.02	0.02
PRION195	2022-02-04	102800	0.09	0.08	0.09	0.08	0.08
PETRB349	2022-02-04	39600	2.06	2.06	2.06	2.06	2.06
PETRS307	2022-02-04	760800	0.5	0.5	0.5	0.5	0.5
MOVIN180	2022-02-04	87600	2.55	2.55	2.55	2.55	2.55
PETRK239	2022-02-04	-	11	11	11	11	11
PETRD150	2022-02-04	348200	23.5	23.5	23.5	23.5	23.5
PETRB381	2022-02-04	23974900	0.16	0.13	0.35	0.24	0.22
PETRB363	2022-02-04	4635400	0.03	0.03	0.1	0.04	0.06
RENT3F	2022-02-04	-	57.52	55.2	57.9	56.37	57.49
PETRN321	2022-02-04	29082100	0.16	0.11	0.2	0.14	0.13
PRIOB250	2022-02-04	279000	0.4	0.4	0.65	0.58	0.65
PETRO263	2022-02-04	370100	0.11	0.11	0.11	0.11	0.11
PRIOO215	2022-02-04	73000	0.69	0.69	0.7	0.69	0.7
PETRL330	2022-02-04	177000	8.28	8.25	8.28	8.26	8.25
PRIOB205	2022-02-04	85100	3.6	3.6	3.6	3.6	3.6
PETRB41	2022-02-04	111900	0.01	0.01	0.01	0.01	0.01
PETRD295	2022-02-04	212300	4.05	4.05	4.05	4.05	4.05
CSANC241	2022-02-04	998800	0.77	0.77	0.77	0.77	0.77
PETRN297	2022-02-04	2650300	0.47	0.32	0.62	0.39	0.39
PETRO298	2022-02-04	638100	0.84	0.63	0.84	0.68	0.68
PETRO260	2022-02-04	712600	0.36	0.27	0.36	0.28	0.29
PETRB261	2022-02-04	353000	9.24	9.24	10.17	9.96	9.98
RENTN485	2022-02-04	12700	0.19	0.15	0.19	0.18	0.15
PETRB365	2022-02-04	42200	0.42	0.42	0.47	0.44	0.47
CSAND265	2022-02-04	-	0.33	0.33	0.41	0.36	0.41
PETRF341	2022-02-04	2083300	4.37	4.25	4.69	4.46	4.69
PETRD314	2022-02-04	3364000	2.5	2.5	3	2.88	2.87
PETRO258	2022-02-04	297800	0.1	0.1	0.1	0.1	0.1
PETRQ239	2022-02-04	21000	0.5	0.5	0.5	0.5	0.5
PRIOC215	2022-02-04	37900	3.6	3.5	3.6	3.55	3.5
PETRP311	2022-02-04	1300100	0.37	0.37	0.37	0.37	0.37
CSANB230	2022-02-04	847900	1	0.86	1	0.95	0.86
PETRE314	2022-02-04	28500	3.64	3.64	3.65	3.64	3.65
PETRO340	2022-02-04	549700	2.45	1.95	2.63	2.11	2.09
PETRC332	2022-02-04	1386600	1.24	1.24	1.84	1.61	1.56
PETRC293	2022-02-04	210900	6.35	6.35	7.34	6.97	7.02
PRIOO230	2022-02-04	100200	1.19	1.1	1.19	1.13	1.11
CSANO211	2022-02-04	43700	0.41	0.34	0.44	0.41	0.34
PETRC301	2022-02-04	1606400	6	6	6.67	6.26	6.35
LWSAN860	2022-02-04	22200	0.7	0.7	0.71	0.7	0.71
LWSAB115	2022-02-04	35500	0.06	0.05	0.1	0.05	0.1
MOVIP136	2022-02-04	-	0.35	0.35	0.35	0.35	0.35
PETRN221	2022-02-04	2507800	0.01	0.01	0.01	0.01	0.01
DMMO11F	2022-02-04	-	0.36	0.35	0.38	0.36	0.38
PETRT230	2022-02-04	272400	0.3	0.3	0.3	0.3	0.3
RPMG3F	2022-02-04	-	2.88	2.76	2.91	2.81	2.83
PETRN178	2022-02-04	415000	0.02	0.01	0.02	0.01	0.01
PETRX260	2022-02-04	117400	1.7	1.66	1.7	1.67	1.66
PRION240	2022-02-04	151100	1.01	0.85	1.01	0.92	0.85
PETRB273	2022-02-04	922700	8.49	8.49	8.93	8.81	8.59
PETRM140	2022-02-04	2269800	0.05	0.05	0.05	0.05	0.05
PETRG330	2022-02-04	-	3.98	3.98	3.98	3.98	3.98
PETRP200	2022-02-04	133800	0.04	0.04	0.04	0.04	0.04
PETRF240	2022-02-04	253600	15.5	15.5	15.5	15.5	15.5
PETRO200	2022-02-04	895800	0.02	0.02	0.02	0.02	0.02
BPAC5F	2022-02-04	-	4.87	4.5	4.96	4.63	4.75
PETRB391	2022-02-04	5524800	0.07	0.06	0.17	0.1	0.11
PETRB316	2022-02-04	1587300	3.83	3.83	4.84	4.5	4.37
PETRC347	2022-02-04	2495500	0.86	0.86	1.17	1.07	0.97
PETRB298	2022-02-04	1943600	5.68	5.68	6.55	6.28	6.13
PETRO347	2022-02-04	334800	2.7	2.4	2.7	2.43	2.55
PRION235	2022-02-04	546000	0.78	0.66	0.78	0.68	0.67
PETRP28	2022-02-04	346400	0.54	0.51	0.55	0.54	0.51
PETRB166	2022-02-04	234100	10.11	10.11	10.33	10.25	10.33
PETRN332	2022-02-04	104500	2.5	2.5	2.5	2.5	2.5
PETRP422	2022-02-04	171600	5.5	5.5	5.51	5.5	5.51
PETRB231	2022-02-04	488500	12.78	12.78	12.9	12.79	12.9
PETRC371	2022-02-04	12800	1.45	1.45	1.45	1.45	1.45
DMMO3F	2022-02-04	-	1.02	0.97	1.04	1	0.99
PETRB368	2022-02-04	5104900	0.4	0.33	0.75	0.57	0.55
PETRN356	2022-02-04	3743900	0.98	0.63	1.2	0.82	0.8
PETRO315	2022-02-04	453000	1.15	0.92	1.27	1	1.03
PETRB291	2022-02-04	1462800	6.22	6.2	7.31	7.07	6.87
PETRB370	2022-02-04	41800	0.66	0.66	0.8	0.79	0.77
PETRC390	2022-02-04	1181200	0.18	0.18	0.26	0.2	0.2
PETRB264	2022-02-04	3179000	3.36	3.36	4.06	3.62	3.66
PETRN160	2022-02-04	426800	0.01	0.01	0.01	0.01	0.01
LWSAC900	2022-02-04	16100	1.09	1.09	1.09	1.09	1.09
PETRO233	2022-02-04	109600	0.06	0.06	0.06	0.06	0.06
PETRO33	2022-02-04	54400	0.85	0.85	0.87	0.85	0.87
CSANO235	2022-02-04	93200	0.9	0.89	0.9	0.89	0.89
PRIOB280	2022-02-04	42800	0.1	0.1	0.17	0.12	0.17
PETRL398	2022-02-04	3260300	3.84	3.84	3.84	3.84	3.84
CASH3	2022-02-04	-	2.86	2.71	2.91	2.81	2.88
PETRC398	2022-02-04	9107800	0.41	0.34	0.59	0.48	0.48
PETRP281	2022-02-04	326600	1.1	0.86	1.1	1	0.87
RENTD558	2022-02-04	-	5.1	4.38	5.1	4.73	5
PETRO345	2022-02-04	193300	2.77	2.21	2.77	2.37	2.45
PETRS299	2022-02-04	99400	1.48	1.47	1.53	1.49	1.5
BPACN215	2022-02-04	205100	0.4	0.27	0.44	0.34	0.27
PETRD294	2022-02-04	120700	3.75	3.52	3.75	3.62	3.52
LWSAL160	2022-02-04	1700	1.85	1.85	1.85	1.85	1.85
BPACB222	2022-02-04	239600	1.25	1.14	1.71	1.55	1.71
PETRB364	2022-02-04	30500	0.87	0.87	0.87	0.87	0.87
PETRO170	2022-02-04	187400	0.03	0.02	0.03	0.02	0.02
LWSAN100	2022-02-04	18200	1.75	1.75	1.75	1.75	1.75
CSANO221	2022-02-04	74400	0.59	0.59	0.73	0.63	0.65
PETRO177	2022-02-04	46600	0.03	0.03	0.03	0.03	0.03
LWSAO840	2022-02-04	42000	0.47	0.47	0.47	0.47	0.47
PETRN400	2022-02-04	32800	7.32	7.32	7.32	7.32	7.32
RPMG3	2022-02-04	-	2.86	2.77	2.9	2.8	2.79
PETRN301	2022-02-04	12809800	0.09	0.05	0.1	0.06	0.05
PETRC352	2022-02-04	537100	0.7	0.6	0.97	0.87	0.84
PETRN368	2022-02-04	1727900	1.87	1.19	2.02	1.4	1.38
PETRC290	2022-02-04	820800	8.93	8.93	9.93	9.36	9.71
PETRC377	2022-02-04	247500	0.25	0.25	0.39	0.33	0.34
LWSAB840	2022-02-04	11800	0.52	0.5	0.8	0.52	0.8
CSANO201	2022-02-04	124400	0.22	0.16	0.25	0.22	0.17
GNDIO720	2022-02-04	5000	5.14	5.14	5.14	5.14	5.14
BPACO190	2022-02-04	15000	0.21	0.21	0.22	0.21	0.22
PRIOO320	2022-02-04	8700	7.78	7.78	7.78	7.78	7.78
GNDIN720	2022-02-04	10700	2.93	2.79	2.93	2.85	2.81
PETRK38	2022-02-04	9215300	3.2	3.2	3.2	3.2	3.2
PETRX450	2022-02-04	42500	9.6	9.6	9.6	9.6	9.6
PETRA369	2022-02-04	1000	4	4	4	4	4
BPACC245	2022-02-04	58400	0.81	0.81	0.89	0.88	0.85
PETR3	2022-02-04	-	35.51	35.13	36.58	36.03	35.91
PETRN341	2022-02-04	18188400	0.42	0.28	0.54	0.34	0.33
PRIOC275	2022-02-04	66200	0.5	0.48	0.59	0.57	0.59
PETRO222	2022-02-04	286800	0.23	0.17	0.23	0.18	0.18
PETRC297	2022-02-04	272000	2.65	2.65	3.44	3.28	3.15
PETRC303	2022-02-04	16358900	5.54	5.54	6.33	5.95	6.14
PETRB249	2022-02-04	344500	9.4	9.37	9.67	9.49	9.46
PETRB198	2022-02-04	566200	15.5	15.5	15.5	15.5	15.5
PETRP270	2022-02-04	1486500	0.16	0.16	0.16	0.16	0.16
LWSAN130	2022-02-04	3700	3.81	3.57	3.81	3.69	3.57
LWSAN920	2022-02-04	11300	0.54	0.5	0.54	0.51	0.5
PETRO400	2022-02-04	84200	7.36	6.71	7.37	6.76	6.78
PETRP296	2022-02-04	419900	0.3	0.26	0.3	0.28	0.26
PETRN222	2022-02-04	1140500	0.01	0.01	0.01	0.01	0.01
